timestamp,tweet_text,username,all_hashtags 
2019-03-14 13:30:28,Facebook uses Twitter to justify its apps' outages - https://t.co/YbYeXvybjs #instagramdown #FacebookDown #whatsappdown https://t.co/8YdfRGZqEW,AlBawabaBiz,"['instagramdown', 'FacebookDown', 'whatsappdown']"
2019-03-14 13:29:53,"With Stacktical, downtimes will never be the same ever again. 👨‍💻-❌-🌐 🎈 🎁  Affected by Instagram’s recent outage? Go to https://t.co/7D4jBVoSeK, you’re in for a treat.  #stacktical #dsla #facebookdown #instagramdown #sre #sla #bitcoin #ethereum #crypt… https://t.co/bdbhXeQTqd https://t.co/cednKrBROI",Stacktical,"['stacktical', 'dsla', 'facebookdown', 'instagramdown', 'sre', 'sla', 'bitcoin', 'ethereum', 'crypt']"
2019-03-14 13:26:29,Noone else absoultly terrified of the reaction by society just because #facebook and #instagram went down?   #FacebookDown #instagramdown,JoeRossSoul,"['facebook', 'instagram', 'FacebookDown', 'instagramdown']"
2019-03-14 13:25:37,@facebook &amp; @instagram be like.....#facebookdown #instagramdown #facebookoutage #instagramnotworking https://t.co/ahd6IXerKe,CourseCast,"['facebookdown', 'instagramdown', 'facebookoutage', 'instagramnotworking']"
2019-03-14 13:25:30,@instagram @instagram Tried to login and this appears. Help me #InstagramBlackout2019  #instagramisdown  #instagramdown #facebookdown https://t.co/6REeWvf0id,HeWhoIsInsane,"['InstagramBlackout2019', 'instagramisdown', 'instagramdown', 'facebookdown']"
2019-03-14 13:25:00,Did everyone survive the great #SocialMedia recession of 2019?  #ThursdayThoughts #FacebookDown #instagramdown #InstagramBlackout2019 😂,10xMIllennial,"['SocialMedia', 'ThursdayThoughts', 'FacebookDown', 'instagramdown', 'InstagramBlackout2019']"
2019-03-14 13:24:02,Did #FacebookDown and/or #InstagramDown affect you yesterday? https://t.co/oHqv55flPM,BJVS_digital,"['FacebookDown', 'InstagramDown']"
2019-03-14 13:23:05,Now that the gram is back up we can post yesterday’s and today’s lunch special! Creole Fish-n-Chip! Drop it while it’s hot! 🔥  #facebookdown #instagramdown #troopup #trooppvd 📸 @gotsum411 https://t.co/5AOXIHaIrr,trooppvd,"['facebookdown', 'instagramdown', 'troopup', 'trooppvd']"
2019-03-14 13:22:37,"We survived #FacebookDown and #instagramdown yesterday! During that time we figured out if you measure the circumference of a circle and divide it by the diameter of the same circle, you get the value of Pi. And that value of Pi is the same for ANY size circle you draw. #PiDay https://t.co/163C3mQXTI",NCCPD_DE,"['FacebookDown', 'instagramdown', 'PiDay']"
2019-03-14 13:21:40,Yes! @instagram + @facebook are back online! Our #socialmediamanagers are cheering. 🙌🏽 Yesterday's outages definitely disrupted our day. How did #FacebookDown + #InstagramDown change yours? Let us know!  📸: @unsplash Glen Carrie https://t.co/RYXnRGZF9q,ReesStager,"['socialmediamanagers', 'FacebookDown', 'InstagramDown']"
2019-03-14 13:20:44,@LiveKellyRyan @KellyRipa @RyanSeacrest it's sad how this generation can't seem to function &amp; enjoy Life without their phone #Facebookdown #instagramdown happens Teens lose their Mind and just complain instead of enjoying life &amp; getting off their phone #KellyRipa #KellyAndRyan #LiveKellyAndRyan,kareemslick,"['Facebookdown', 'instagramdown', 'KellyRipa', 'KellyAndRyan', 'LiveKellyAndRyan']"
2019-03-14 13:20:32,"Users going to Twitter, when Instagram, Facebook, and Whatsapp is down. #FacebookDown #instagramdown2019 #InstagramDown #whatsappisdown https://t.co/Lhq2z7AI6M",jrksnm,"['FacebookDown', 'instagramdown2019', 'InstagramDown', 'whatsappisdown']"
2019-03-14 13:15:49,#FacebookDown #instagramdown #isbeen22hour I request To Facebook and Instagram For logging again https://t.co/FkBta0dPpr,ImBeingZQK,"['FacebookDown', 'instagramdown', 'isbeen22hour']"
2019-03-14 13:13:47,"@garyvee must be a prophet, always going on about diversifying...then #instagramdown #facebookdown #whatsappdown happens. I should say ""I told ya"" on your behalf, Gary.",OmoleOO,"['instagramdown', 'facebookdown', 'whatsappdown']"
2019-03-14 13:13:34,Everyone yesterday when #FacebookDown  #instagramdown #InstagramBlackout2019 https://t.co/rifFHZ16pe,djxpressnc,"['FacebookDown', 'instagramdown', 'InstagramBlackout2019']"
2019-03-14 13:12:24,I thought I was blocked 😂#FacebookDown #instagramdown yesterday for posting pictures of my #foobs,yourpinksis,"['FacebookDown', 'instagramdown', 'foobs']"
2019-03-14 13:12:10,101 video views on the YouTube... Small victories.   https://t.co/wNriSsAKQD  #PodernFamily #facebookdown #facebookoutage #FacebookBlackout2019 #instagramdown #InstagramBlackout2019... You guys need a life... #Hashtags,totalcultzone,"['PodernFamily', 'facebookdown', 'facebookoutage', 'FacebookBlackout2019', 'instagramdown', 'InstagramBlackout2019', 'Hashtags']"
2019-03-14 13:11:31,"Good morning! That #FacebookDown and #instagramdown issue yesterday was such a crisis. Good thing twitter was still there, as usual. 😊",FTWCCU,"['FacebookDown', 'instagramdown']"
2019-03-14 13:10:39,Seriously? #instagramdown and #facebookdown is still happening? Better get their sh** together by tomorrow... #PiDay2019 #pidaytoday #cakedaytomorrow,LisaD4RE,"['instagramdown', 'facebookdown', 'PiDay2019', 'pidaytoday', 'cakedaytomorrow']"
2019-03-14 13:10:33,"Facebook and Instagram going down is the exact reason, as a business, you need a website #FacebookDown #instagramdown",connors36,"['FacebookDown', 'instagramdown']"
2019-03-14 13:10:11,Today twitter are GREAT again!!  #facebookdown #instagramdown #WhatsAppDown,RealMunkiki,"['facebookdown', 'instagramdown', 'WhatsAppDown']"
2019-03-14 13:10:00,"#FacebookDown #InstagramDown aren't the only things down at $FB. Shares are down, and federal prosecutors are conducting a criminal investigation into data deals. https://t.co/eG9ehwg7Wt https://t.co/WJLxwMUSa0",Stansberry,"['FacebookDown', 'InstagramDown']"
2019-03-14 13:09:01,Am I the only one who didn’t even realize that Facebook and Instagram were down? Dang! I must not be 😎 cool.. #instagramdown #FacebookBlackout2019 #InstagramBlackout2019 #facebookdown #momlife #mom,OhWhattaJourney,"['instagramdown', 'FacebookBlackout2019', 'InstagramBlackout2019', 'facebookdown', 'momlife', 'mom']"
2019-03-14 13:07:43,Just because your young does not make you immature and stupid. Just because your old does not make you smart or wise. True intelligence is not a numbers game.  #inspiration #FacebookDown #instagramdown #Blackout #JoyTrain #SuccessTRAIN #business #Entrepreneur #kind #10X,KirundaGroupKG,"['inspiration', 'FacebookDown', 'instagramdown', 'Blackout', 'JoyTrain', 'SuccessTRAIN', 'business', 'Entrepreneur', 'kind', '10X']"
2019-03-14 13:06:44,if twitter goes down how do I tweet about it #InstagramDown #FacebookDown #whatsappdown,afroditesoojin,"['InstagramDown', 'FacebookDown', 'whatsappdown']"
2019-03-14 13:06:09,Now that fb and insta are still down for some people  They have to go out and socialise be like  #FacebookDown  #InstagramDown https://t.co/IA4S70h7nL,Shahnwarma,"['FacebookDown', 'InstagramDown']"
2019-03-14 13:05:41,#Facebookdown #Instagramdown #whatsappdown Will you call people you can't poke anymore  or write a letter to the ones whose story or posts now don't give a chance for you to peek in their lives #neejashah #ensospeaks And with Twitter a lot people will have frequent parties.,EnsoNeeja,"['Facebookdown', 'Instagramdown', 'whatsappdown', 'neejashah', 'ensospeaks']"
2019-03-14 13:05:19,I just want to thank #facebook and #instagram for their black out yesterday. It led me to Twitter. How have I gone this long with out being a part of this Twitter shennanagins?!  #InstagramBlackout2019 #FacebookDown #instagramdown,life_with_kim,"['facebook', 'instagram', 'InstagramBlackout2019', 'FacebookDown', 'instagramdown']"
2019-03-14 13:05:12,We all just have gone camping instead right!? 🔥 https://t.co/pDsBs2qPVD #facebookdown #instagramdown #letsgocamping #camplife #campinghumor https://t.co/Y3R7TgFELZ,CampingRoadTrip,"['facebookdown', 'instagramdown', 'letsgocamping', 'camplife', 'campinghumor']"
2019-03-14 13:05:02,"Top Twitter #trending topics now, Germany 🇩🇪 1. #facebookdown 2. #instagramdown 3. Liverpool 4. #AvengersEndgame 5. Bayern 🔥",gdt_countries,"['trending', 'facebookdown', 'instagramdown', 'AvengersEndgame']"
2019-03-14 13:03:56,"After about 12 hrs of hardship  #FacebookAndInstagram 👍  But it looks like, #Facebookdown AGAIN😢encountering issues:failed to post comment&amp;add friend, ~hoping will be normal again 🙏  #ThankYou @zuck  @facebook #Facebook @instagram #Instagramdown #Instagram from IG via @twitter https://t.co/SOy6cIEMIS",xandz34,"['FacebookAndInstagram', 'Facebookdown', 'ThankYou', 'Facebook', 'Instagramdown', 'Instagram']"
2019-03-14 13:03:18,"Really starting to look like a hack now, guys #instagramdown #whatsappdown #FacebookDown #SXSW",JessHollyWhite,"['instagramdown', 'whatsappdown', 'FacebookDown', 'SXSW']"
2019-03-14 13:03:14,Us all day yesterday #InstagramBlackout2019 #InstagramDown #FacebookDown #HyperchatSocial https://t.co/jWKB5NKcSo,hyperchatsocial,"['InstagramBlackout2019', 'InstagramDown', 'FacebookDown', 'HyperchatSocial']"
2019-03-14 13:01:18,"Instagram and Facebook down for few minutes.... Le Insta and Fb models: ""  Apna carrer khatry ma ha "" #FacebookDown #InstagramBlackout2019 #instagramdown #instadown",waqas_vicky20,"['FacebookDown', 'InstagramBlackout2019', 'instagramdown', 'instadown']"
2019-03-14 13:00:37,A compilation of memes that describe how we felt about #InstagramDown and #FacebookDown yesterday.😂😀   First we were otterly inconsolable... 😥 https://t.co/vus0JbrXXG,floridaaquarium,"['InstagramDown', 'FacebookDown']"
2019-03-14 12:59:49,"Thanks to a doctor-prescribed decrease in screen time, I didn't even know about #FacebookDown and #InstagramDown until last night. Honestly, I don't miss the social media time I've cut out of my days. #ThursdayThoughts",WriterSweeney,"['FacebookDown', 'InstagramDown', 'ThursdayThoughts']"
2019-03-14 12:56:50,Not going to lie. Yesterday was tough. #FacebookDown #InstagramDown #socialmediapocalypse https://t.co/IVusefJvon,aJuxtMedia,"['FacebookDown', 'InstagramDown', 'socialmediapocalypse']"
2019-03-14 12:56:43,#FacebookDown and #instagramdown So listen to my #motivation video https://t.co/uhHsgkc3Z5,umeenterprise,"['FacebookDown', 'instagramdown', 'motivation']"
2019-03-14 12:56:02,O gawd. I already lost my first account on Facebook. And now I don't want to happen things again. Too bad my messenger and page is affected too.   #FacebookDown #instagramdown  #Messengerdown,gen_taii,"['FacebookDown', 'instagramdown', 'Messengerdown']"
2019-03-14 12:54:01,*** VIP BLOG ***  34 #Marketing Ideas For Your Business and Where To Get Help In #Manchester  With #facebookdown and #instagramdown it's important to remember - don't put all your eggs in one basket  https://t.co/dIBfmhoVs5 https://t.co/s1ADwUxe73,altrinchamhq,"['Marketing', 'Manchester', 'facebookdown', 'instagramdown']"
2019-03-14 12:53:47,#FacebookDown and #instagramdown So listen to my #motivation video https://t.co/XLtzJrizUX,iamlemarwilson,"['FacebookDown', 'instagramdown', 'motivation']"
2019-03-14 12:53:31,#FacebookDown and #instagramdown So listen to my #motivation video https://t.co/w0xuieU2KB,umeenterprise,"['FacebookDown', 'instagramdown', 'motivation']"
2019-03-14 12:53:21,"The major platforms are crashing, so try a new one. @WhatBookApp is launching #socialreadia We’re a #Startup &amp; #crowdfunding so join us to help an app that will actually be good for society #instagramdown #FacebookDown #InstagramBlackout2019 #whatsappdown #linkedinalwaysbuggy",Rmincher,"['socialreadia', 'Startup', 'crowdfunding', 'instagramdown', 'FacebookDown', 'InstagramBlackout2019', 'whatsappdown', 'linkedinalwaysbuggy']"
2019-03-14 12:53:18,#FacebookDown and #instagramdown So listen to my #motivation video https://t.co/ptqgL6DAOb,iamlemarwilson,"['FacebookDown', 'instagramdown', 'motivation']"
2019-03-14 12:53:14,#Instagramdown #FacebookDown ! OH NO! Where are people to go to post pics of their lunch now?? The horror,mmccdenier,"['Instagramdown', 'FacebookDown']"
2019-03-14 12:52:04,Have a beautiful blessed day! Let's  hope #FacebookDown or #instagramdown isn't getting ready for a round 2 today! #goodmorning #behappy #instaauthor #authorsofinstagram #writersofinstagram #instawriters #instaauthors #amwriting ##fueledbycaffeine https://t.co/0GpdkKLlty,JMRoche79,"['FacebookDown', 'instagramdown', 'goodmorning', 'behappy', 'instaauthor', 'authorsofinstagram', 'writersofinstagram', 'instawriters', 'instaauthors', 'amwriting', 'fueledbycaffeine']"
2019-03-14 12:52:00,"If you couldn't last ONE DAY without #Facebook or #Instagram, then you really need to do some self evaluation. Your adaptation skills are compromised, and you should work on them pronto.  #FacebookDown #instagramdown",outlaw2747,"['Facebook', 'Instagram', 'FacebookDown', 'instagramdown']"
2019-03-14 12:51:18,"Facebook, Instagram, and WhatsApp are still down for some users around t... https://t.co/ij87h5POPl via @YouTube #FacebookDown #instagramdown #WhatsAppDown",jeffy_ramalho,"['FacebookDown', 'instagramdown', 'WhatsAppDown']"
2019-03-14 12:49:54,"Facebook is still bugging, Instagram is down again - taking 3 times longer than it should to get anything scheduled. #DayOFF for me. #InstagramDown #FacebookDown",AmeenaGorton,"['DayOFF', 'InstagramDown', 'FacebookDown']"
2019-03-14 12:49:46,"Hmmm. Is it a coincidence that Facebook and Instagram are down during major Brexit vote and that is where the highest outages are? #facebookdown, #instagramdown, #freedomofspeech, #filteringthenews https://t.co/LhmEgRQpuk",BestPhotosFilms,"['facebookdown', 'instagramdown', 'freedomofspeech', 'filteringthenews']"
2019-03-14 12:49:42,Are you enjoying the Twitter party 😁#facebookdown #digitalmarketing  #whatsappdown #WhatDoYouThink #InstagramDown not in India though,EnsoNeeja,"['facebookdown', 'digitalmarketing', 'whatsappdown', 'WhatDoYouThink', 'InstagramDown']"
2019-03-14 12:49:42,Our faces for the past day when we try to update any of our other social media.  #FacebookDown #instagramdown #help #indiedev #Anzen #gaminglife https://t.co/JZMKM07b82,playAnzen,"['FacebookDown', 'instagramdown', 'help', 'indiedev', 'Anzen', 'gaminglife']"
2019-03-14 12:49:04,"Kinda wished #FacebookDown #InstagramDown lasted for a month but, well.... we can't have nice things ¯\_(ツ)_/¯",mcborreo,"['FacebookDown', 'InstagramDown']"
2019-03-14 12:48:56,You think this affected me...HA!!! I was born wayyy before the internet. Guarantee you that the majority of them busted a temper tantrum like R Kelly #YouKillingMeWithThisShit #FacebookDown #instagramDown https://t.co/wI4iYy1Awb,kingronaldf2769,"['YouKillingMeWithThisShit', 'FacebookDown', 'instagramDown']"
2019-03-14 12:47:25,Congrats to twitter and myspace having the best day ever yesterday. #facebookdown #instagramdown,modmama_julie,"['facebookdown', 'instagramdown']"
2019-03-14 12:47:20,Walking back to Instagram like... #FacebookDown #InstagramDown https://t.co/ko0FX7ByFA,ericthomask,"['FacebookDown', 'InstagramDown']"
2019-03-14 12:47:06,"Any techies out there know whether #FacebookDown , #instagramdown and #whatsappdown outages likely linked to fact they are amalgamating back end, possibly to make any future regulatory break up harder and cross platform ad sales easier?",JaneSuit,"['FacebookDown', 'instagramdown', 'whatsappdown']"
2019-03-14 12:43:55,So this happened an hour back when I was trying to post on my page @facebook #MarkZuckerberg R U celebrating #AlbertEinstein 's birth anniversary?! 😛  arey hindi mein batao na kya hua hai ye?! 🤔🙄 issko decode kar lu to scientist na ban jaun main ! #Facebookdown #InstagramDown https://t.co/W5KYPxmkWz,Mirchi_Charu,"['MarkZuckerberg', 'AlbertEinstein', 'Facebookdown', 'InstagramDown']"
2019-03-14 12:43:30,SUBSCRIBE TO PEWDIEPIE https://t.co/yCKFW8rErU #SUBSCRIBETOPEWDIEPIE #Fortnite #Blackout #BlackOps4 #RTXON #FacebookDown #instagramdown #InstagramBlackout2019 #instadown #PiDay #RRRPressMeet #InternationalWomensDay https://t.co/ZPSIcwMc1l,Mrdouccy,"['SUBSCRIBETOPEWDIEPIE', 'Fortnite', 'Blackout', 'BlackOps4', 'RTXON', 'FacebookDown', 'instagramdown', 'InstagramBlackout2019', 'instadown', 'PiDay', 'RRRPressMeet', 'InternationalWomensDay']"
2019-03-14 12:42:37,#FacebookDown #whatsappdown #instagramdown #PSNdown are all in the same day hmmm🤔 now my WiFi down- what’s the hell?! https://t.co/KNUJBjqSC1,babyfacenat,"['FacebookDown', 'whatsappdown', 'instagramdown', 'PSNdown']"
2019-03-14 12:41:57,"To solve this problem, I offer horoscope services &amp; if you are interested to know more about your planets and changes then you can book an appointment with me. For details DM me.   #MercuryRetrograde #FacebookDown #instagramdown #ThursdayMotivation Best Regards Manchanda Karan https://t.co/NQDV95KeD1",iam_yourastro,"['MercuryRetrograde', 'FacebookDown', 'instagramdown', 'ThursdayMotivation']"
2019-03-14 12:40:48,Facebook and Instagram are down again! Get your shit together @facebook and @instagram! This isn’t acceptable 😡. #FacebookDown #instagramdown,MaximMicheal,"['FacebookDown', 'instagramdown']"
2019-03-14 12:40:44,"If you drink #coffee, but can't post it on IG or FB because #facebookdown #instagramdown - did it really happen? Asking for a friend :) #ThursdayThoughts",MelissaOnline,"['coffee', 'facebookdown', 'instagramdown', 'ThursdayThoughts']"
2019-03-14 12:40:37,This is what happened to #FacebookDown and #instagramdown https://t.co/oYe5xSBMjy,Mobius___Strip,"['FacebookDown', 'instagramdown']"
2019-03-14 12:40:31,Yay let's have Facebook own all the apps. (In Archer's voice) Do ya want total meltdown? Cause that's how you get total meltdown #monopoly #FacebookDown #instagramdown #whatsappdown #snapchatdown #goodguytwitter,micheleadamson,"['monopoly', 'FacebookDown', 'instagramdown', 'whatsappdown', 'snapchatdown', 'goodguytwitter']"
2019-03-14 12:37:46,"At this point, it is safe to assume that Facebook has been hacked. Still down. #facebookdown, #facebookoutage, #instagramdown, #facebookhacked!",BestPhotosFilms,"['facebookdown', 'facebookoutage', 'instagramdown', 'facebookhacked']"
2019-03-14 12:37:34,Thank god FB &amp; Insta are back I hit a low yesterday when I ran down a carload of people just to ask if they liked a picture of my son #FacebookDown #instagramdown,SaskGregger,"['FacebookDown', 'instagramdown']"
2019-03-14 12:36:00,"Join the #FacebookDown #InstagramDown downtime compensation #Airdrop, powered by @Stacktical!  👉 20,000,000.00 $DSLA tokens to win 🔥 👉 https://t.co/ixycv4W9HB  👨‍💻--❌--🌐           🎈           🎁  #cryptocurrencies #ico",PatsyOr58058629,"['FacebookDown', 'InstagramDown', 'Airdrop', 'cryptocurrencies', 'ico']"
2019-03-14 12:35:03,"#Facebook, #Instagram and all affiliated platforms have been down for hours. Is your #business dependent only on #socialmedia? In @inc, I explain why this is your wake-up call. https://t.co/ZGXR48DRuU … #FacebookDown #InstagramDown #InstagramBlackout2019 #facebookoutage https://t.co/JuCDhtPEUi",browndamon,"['Facebook', 'Instagram', 'business', 'socialmedia', 'FacebookDown', 'InstagramDown', 'InstagramBlackout2019', 'facebookoutage']"
2019-03-14 12:34:18,Any coincidence that Facebook and Instagram start having issues the same time that the college Scandal goes down? #facebookdown #instagramdown #InstagramBlackout2019 #CollegeCheatingScandal,BuckyCovington5,"['facebookdown', 'instagramdown', 'InstagramBlackout2019', 'CollegeCheatingScandal']"
2019-03-14 12:33:24,💙 FILIPPO 💙 #setasilo #handmade #Italia #mamme #maviepuntoit #filippo #notonlymama #ideeregalo #FacebookDown #instagramdown #whatsappdown #fattoamano #percorsicreativi #mammepuntoit https://t.co/8bFndbLvKC,ricamohandmade,"['setasilo', 'handmade', 'Italia', 'mamme', 'maviepuntoit', 'filippo', 'notonlymama', 'ideeregalo', 'FacebookDown', 'instagramdown', 'whatsappdown', 'fattoamano', 'percorsicreativi', 'mammepuntoit']"
2019-03-14 12:33:01,Yesterday like... #FireSale #DieHard #FacebookDown #InstagramDown #USPSDown #WhatsAPPdown #lol https://t.co/RuB6ZTLcnb,misterdanajames,"['FireSale', 'DieHard', 'FacebookDown', 'InstagramDown', 'USPSDown', 'WhatsAPPdown', 'lol']"
2019-03-14 12:31:50,FB peeps: #FacebookDown! IG peeps: #InstagramDown!  Twitter peeps: Woop-ty freakin' do 😎,SECRET_NlNJA,"['FacebookDown', 'InstagramDown']"
2019-03-14 12:30:19,Yesterday when @instagram and @facebook were down... #FacebookDown #instagramdown https://t.co/1OWXymT5Bc,carlopratiphoto,"['FacebookDown', 'instagramdown']"
2019-03-14 12:29:50,"After seeing the dip in sales yesterday due to both Facebook and Instagram going down, just shows how powerful both platforms are for businesses.  #FacebookDown #InstagramBlackout2019 #instagramdown",DigiMalga,"['FacebookDown', 'InstagramBlackout2019', 'instagramdown']"
2019-03-14 12:29:48,"Cheers for the last 24 hours of social media meltdown #MarkZuckerberg, must have been a slow day in the office for you guys!  #FacebookDown #Facebook #instagramdown #InstagramBlackout2019 #Instagram #whatsappdown #whatsapp https://t.co/UYsfjhiUbO",LevelTheory,"['MarkZuckerberg', 'FacebookDown', 'Facebook', 'instagramdown', 'InstagramBlackout2019', 'Instagram', 'whatsappdown', 'whatsapp']"
2019-03-14 12:29:40,Twitter yesterday...  #facebookdown #Instagramdown https://t.co/lSUZwPbnPD,khalaijimase,"['facebookdown', 'Instagramdown']"
2019-03-14 12:27:52,you think there is more things to worry about in the world than Instagram and facebook being down 😑 #instagramdown #InstagramBlackout2019 #instagramisdown #FacebookDown #FacebookBlackout2019 #facebookblackout,ReedeBrewster,"['instagramdown', 'InstagramBlackout2019', 'instagramisdown', 'FacebookDown', 'FacebookBlackout2019', 'facebookblackout']"
2019-03-14 12:27:41,A day without Facebook is like a day without _____.   #FacebookDown #instagramdown #MySpace,mnl1221,"['FacebookDown', 'instagramdown', 'MySpace']"
2019-03-14 12:27:06,Custom Snuggie in progress!! sveltmama was bored during #FacebookDown &amp; #InstagramDown https://t.co/PXrgG1tpg1,JimVanasREALTOR,"['FacebookDown', 'InstagramDown']"
2019-03-14 12:26:02,Good times! #FacebookDown  #InstagramDown https://t.co/XphGQyo218,mrtroyjjones,"['FacebookDown', 'InstagramDown']"
2019-03-14 12:25:45,The best way to get a crash course on using Twitter? Facebook and Instagram both breaking for a day. Topped with sooooo much extra free time #FacebookDown #InstagramDown #InstagramBlackout2019 https://t.co/Q8sJ5Qzy5l,courtneythom90,"['FacebookDown', 'InstagramDown', 'InstagramBlackout2019']"
2019-03-14 12:24:44,Did everyone survive? #facebookdown #igdown #instagramdown https://t.co/2hxCU4jxUJ,JimVanasREALTOR,"['facebookdown', 'igdown', 'instagramdown']"
2019-03-14 12:24:36,How many people posted about #FacebookDown on #socialmedia and how often did #Facebook appear in the #media overall? Take a peek at our #OSINT overview! https://t.co/HZogTjy6zJ #whatsappdown #DataScience #instagramdown #AI #SnapChat #NLP #datamining #ASR #ML #BigData #NLU https://t.co/xfa16yRr7X,saillabs,"['FacebookDown', 'socialmedia', 'Facebook', 'media', 'OSINT', 'whatsappdown', 'DataScience', 'instagramdown', 'AI', 'SnapChat', 'NLP', 'datamining', 'ASR', 'ML', 'BigData', 'NLU']"
2019-03-14 12:24:12,"😱 Instagram and Facebook has had issues with uploads all day. Now no one will know what you ate, that you went to the gym or what you wore today. Life is over as we know it.   #FacebookDown #InstagramDown",amazingsmilesau,"['FacebookDown', 'InstagramDown']"
2019-03-14 12:22:28,"I Feel It Funny When People Complaint &amp; Get Frustrated When FB, Insta Or WhatsApp Is Down. But You Aren't Paying Any Monthly Fee. #FacebookDown #whatsappdown #instagramdown",MecrazyThoufiq,"['FacebookDown', 'whatsappdown', 'instagramdown']"
2019-03-14 12:20:46,#FacebookDown #InstagramDown But no one is smart enough to ask why? Why both big social media platforms are down.. Scrub scrub.. #Qanon,MattGaudy,"['FacebookDown', 'InstagramDown', 'Qanon']"
2019-03-14 12:18:58,"#FacebookDown? #InstagramDown? Go to see ""NoFilter - Photo Spots"" app! :P #NoFilter #NoFilterApp",BrodaNoel,"['FacebookDown', 'InstagramDown', 'NoFilter', 'NoFilterApp']"
2019-03-14 12:18:29,#instagramdown #facebookdown is no more so since is back up follow me  🙃🙃🙃  https://t.co/lViX5itgiK,SheIsABlessing_,"['instagramdown', 'facebookdown']"
2019-03-14 12:17:24,"200,000 British women aged 17-25 were not able to type ""u ok hun"" for several hours last night.   #facebookdown #instagramdown",MrKashUK,"['facebookdown', 'instagramdown']"
2019-03-14 12:16:47,Why does the Facebook-down-hashtag have more tweets than the instagram-down-hashtag??👀  #FacebookDown #instagramdown,_destinee0,"['FacebookDown', 'instagramdown']"
2019-03-14 12:16:37,Everyone: #instagramdown #InstagramBlackout2019 #FacebookDown  Me: 🤠,isabell33380525,"['instagramdown', 'InstagramBlackout2019', 'FacebookDown']"
2019-03-14 12:16:13,I'm so glad I don't have a Facebook/Instagram/WhatsApp account anymore. I don't trust them anyway. #facebookdown #instagramdown #whatsappdown,MariosLcfr,"['facebookdown', 'instagramdown', 'whatsappdown']"
2019-03-14 12:16:10,I tried to post this yesterday during the #instagramdown #facebookdown for a happiness overload hump day.... well here it is!  #Repost persimmonfarm with make_repost ・・・ The babies were… https://t.co/IzD6Z2nKOm,TheNiniD,"['instagramdown', 'facebookdown', 'Repost']"
2019-03-14 12:16:04,🙌🏻🙌🏻🙌🏻 Can we schedule a shutdown every week?! #instagramdown #facebookdown #instafree #igotmoredone https://t.co/h0PuwV5vFb,mariechoselove,"['instagramdown', 'facebookdown', 'instafree', 'igotmoredone']"
2019-03-14 12:16:01,As for Facebook... _____ #apocalipscast #hudsonvalleyrhps #rockyhorror #shadowcast #cultclassic #bmovie #columbia #facialexpressions #instagramdown #facebookdown #returnofthememe… https://t.co/HhhfRokKqT,ApocaLipsCast,"['apocalipscast', 'hudsonvalleyrhps', 'rockyhorror', 'shadowcast', 'cultclassic', 'bmovie', 'columbia', 'facialexpressions', 'instagramdown', 'facebookdown', 'returnofthememe']"
2019-03-14 12:15:59,"Facebook and Instagram have experienced an outage, impacting the ability to access the #apps. Many people rely on a single service/ system for their business. Read our blog how to mitigate and protect against network failures https://t.co/Jgff5SFgc1 #FacebookDown #instagramdown https://t.co/soT4sVAY8w",GlobalM2MSIM,"['apps', 'FacebookDown', 'instagramdown']"
2019-03-14 12:15:20,@IISuperwomanII Instagram or Facebook Down is like when Power cut for a while in our House. #Facebook #FacebookDown #instagramdown,vaikaushik25,"['Facebook', 'FacebookDown', 'instagramdown']"
2019-03-14 12:15:05,Good morning. It’s great to see that everyone survived the #FacebookDown and #InstagramDown. But it does make you wonder what was occurring in the real world that didn’t get the attention it deserved while we were distracted by this. 🤔#ThursdayThoughts,j_ladrae,"['FacebookDown', 'InstagramDown', 'ThursdayThoughts']"
2019-03-14 12:14:53,Now i've not had this for years (unexpected gift)... this with a mug of Yorkshire Tea is happening!   @YorkshireTea #instagramdown #FacebookDown #instagram #facebook #marketing #sales #YorkshireTea #tesco @Tesco https://t.co/Af7CDCjvRD,PaulGFlaherty,"['instagramdown', 'FacebookDown', 'instagram', 'facebook', 'marketing', 'sales', 'YorkshireTea', 'tesco']"
2019-03-14 12:14:18,Good morning. It’s great to see that everyone survived the #FacebookDown and #InstagramDown. But it does make you wonder what was occurring in the real world that didn’t get the attention it deserved while we were distracted by this. 🤔#ThursdayThoughts,glenogilvie,"['FacebookDown', 'InstagramDown', 'ThursdayThoughts']"
2019-03-14 12:12:53,"£17 In store right now, goto https://t.co/FnGuRHPlEd #shoesaddict #leggings #Clothing #instagramdown #FacebookDown #fashion #bargains https://t.co/WpJWdGv73d",leg_on,"['shoesaddict', 'leggings', 'Clothing', 'instagramdown', 'FacebookDown', 'fashion', 'bargains']"
2019-03-14 12:12:29,I hate Instagram!!!🙁 #FacebookDown #instagramdown #ไอจีล่ม,as_arisar,"['FacebookDown', 'instagramdown', 'ไอจีล่ม']"
2019-03-14 12:09:52,"Is @facebook ,@WhatsApp and @instagram down again😎😎 Children of the same father.  #JumiaPhonesTBT  #TatuForBig4Agenda  #OnePlanetSummit  #whatsappdown  #InstagramDown  #facebookdown",ItsMagoiJnr,"['JumiaPhonesTBT', 'TatuForBig4Agenda', 'OnePlanetSummit', 'whatsappdown', 'InstagramDown', 'facebookdown']"
